txId,timestamp,type,amount,nameOrig,nameDest,oldbalanceOrig,newbalanceOrig,oldbalanceDest,newbalanceDest
TX000600,2025-01-03 13:42:00,PAYMENT,26.24,C9548432,M3217273,29317.61,29291.37,0.0,26.24
TX000601,2025-01-03 13:43:00,TRANSFER,349.83,C6312692,C1229419,15105.24,14755.41,232401.67,232751.5
TX000602,2025-01-03 13:44:00,TRANSFER,1520.58,C5299055,C1908841,10575.0,9054.42,54077.4,55597.98
TX000603,2025-01-03 13:47:00,PAYMENT,44.65,C7970771,M2686231,208281.61,208236.96,0.0,44.65
TX000604,2025-01-03 13:56:00,TRANSFER,1595.03,C9132114,C9753457,103967.34,102372.31,205.75,1800.78
TX000605,2025-01-03 13:57:00,TRANSFER,1053.82,C7358113,C6022741,75487.2,74433.38,60366.22,61420.04
TX000606,2025-01-03 14:00:00,DEBIT,190.13,C5793722,M7183841,16122.84,15932.71,0.0,190.13
TX000607,2025-01-03 14:02:00,PAYMENT,36.08,C2839607,M7183841,106091.06,106054.98,0.0,36.08
TX000608,2025-01-03 14:05:00,CASH_OUT,4468.94,C2351868,C2921859,14612.51,10143.57,38772.73,43241.67
TX000609,2025-01-03 14:07:00,PAYMENT,645.98,C2724590,M2239197,29480.94,28834.96,0.0,645.98
TX000610,2025-01-03 14:13:00,TRANSFER,183.58,C2264748,C8835373,55152.7,54969.12,58618.27,58801.85
TX000611,2025-01-03 14:19:00,PAYMENT,137.22,C5017343,M2263313,36176.59,36039.37,0.0,137.22
TX000612,2025-01-03 14:20:00,TRANSFER,3064.93,C9990305,C3086308,73691.63,70626.7,40174.63,43239.56
TX000613,2025-01-03 14:22:00,CASH_IN,1155.26,C7907400,M4909069,42536.28,43691.54,0.0,1155.26
TX000614,2025-01-03 14:23:00,PAYMENT,31.8,C8412769,M1661401,20970.14,20938.34,0.0,31.8
TX000615,2025-01-03 14:23:00,DEBIT,139.08,C5163555,M3217273,21225.55,21086.47,0.0,139.08
TX000616,2025-01-03 14:36:00,TRANSFER,1666.77,C8307727,C9689889,103848.7,102181.93,308169.23,309836.0
TX000617,2025-01-03 14:48:00,DEBIT,144.03,C5118725,M1157662,79016.37,78872.34,0.0,144.03
TX000618,2025-01-03 14:59:00,PAYMENT,120.85,C5673212,M1559763,21398.86,21278.01,0.0,120.85
TX000619,2025-01-03 15:02:00,DEBIT,66.91,C1959074,M3650391,310981.86,310914.95,0.0,66.91
TX000620,2025-01-03 15:05:00,PAYMENT,37.61,C8379837,M5651899,59208.85,59171.24,0.0,37.61
TX000621,2025-01-03 15:06:00,CASH_OUT,1344.95,C2651177,C7838382,61178.59,59833.64,14680.64,16025.59
TX000622,2025-01-03 15:07:00,DEBIT,1224.86,C3030966,M4785186,3774.83,2549.97,0.0,1224.86
TX000623,2025-01-03 15:07:00,CASH_IN,4581.47,C8761611,M5205279,15106.01,19687.48,0.0,4581.47
TX000624,2025-01-03 15:08:00,CASH_OUT,96.84,C8999183,C2925626,29610.88,29514.04,48829.49,48926.33
TX000625,2025-01-03 15:11:00,PAYMENT,267.12,C2077581,M3442255,105004.45,104737.33,0.0,267.12
TX000626,2025-01-03 15:13:00,CASH_OUT,245.97,C5449324,C5091349,64685.74,64439.77,3436.34,3682.31
TX000627,2025-01-03 15:18:00,TRANSFER,3005.17,C6871360,C8606962,10399.9,7394.73,10173.38,13178.55
TX000628,2025-01-03 15:32:00,PAYMENT,993.3,C9310235,M4939290,79568.03,78574.73,0.0,993.3
TX000629,2025-01-03 15:41:00,PAYMENT,523.08,C7906258,M3204724,8095.72,7572.64,0.0,523.08
TX000630,2025-01-03 15:41:00,DEBIT,527.09,C2683838,M2957497,19926.87,19399.78,0.0,527.09
TX000631,2025-01-03 15:42:59,TRANSFER,9167.83,C4526280,C1533224,217696.76,208528.93,223460.32,232628.15
TX000632,2025-01-03 15:44:00,PAYMENT,5.0,C1674975,M2060605,262965.62,262960.62,0.0,5.0
TX000633,2025-01-03 15:48:00,PAYMENT,26.58,C1914794,M4368777,23260.6,23234.02,0.0,26.58
TX000634,2025-01-03 15:49:00,PAYMENT,36.7,C5970190,M9418719,50074.92,50038.22,0.0,36.7
TX000635,2025-01-03 15:55:00,PAYMENT,187.76,C5476257,M7216461,89055.84,88868.08,0.0,187.76
TX000636,2025-01-03 15:56:00,CASH_IN,240.73,C3608513,M4909069,24251.15,24491.88,0.0,240.73
TX000637,2025-01-03 16:01:00,PAYMENT,32.18,C4240180,M1848566,17125.17,17092.99,0.0,32.18
TX000638,2025-01-03 16:09:00,TRANSFER,397.62,C6724909,C8419378,4516.78,4119.16,18143.09,18540.71
TX000639,2025-01-03 16:22:00,PAYMENT,74.07,C1674975,M5436878,263039.69,262965.62,0.0,74.07
TX000640,2025-01-03 16:30:00,TRANSFER,1095.12,C7705062,C5606980,26907.0,25811.88,180464.21,181559.33
TX000641,2025-01-03 16:33:00,PAYMENT,217.15,C7054579,M1760793,203196.03,202978.88,0.0,217.15
TX000642,2025-01-03 16:33:00,PAYMENT,271.87,C4194548,M4475523,58823.46,58551.59,0.0,271.87
TX000643,2025-01-03 16:44:00,PAYMENT,38.8,C8290770,M7084862,397111.37,397072.57,0.0,38.8
TX000644,2025-01-03 16:54:00,CASH_OUT,6820.01,C9961299,C1452421,10597.35,3777.34,58586.64,65406.65
TX000645,2025-01-03 17:01:00,DEBIT,1058.05,C8427625,M5628522,99344.29,98286.24,0.0,1058.05
TX000646,2025-01-03 17:04:00,TRANSFER,133.01,C9961107,C2788238,73191.59,73058.58,65992.9,66125.91
TX000647,2025-01-03 17:11:00,PAYMENT,15.92,C5667265,M2844258,27122.24,27106.32,0.0,15.92
TX000648,2025-01-03 17:13:00,CASH_OUT,9278.42,C8987516,C1415846,93512.04,84233.62,14705.08,23983.5
TX000649,2025-01-03 17:13:00,PAYMENT,16.89,C2242892,M8410995,32661.33,32644.44,0.0,16.89
TX000650,2025-01-03 17:14:00,PAYMENT,399.13,C5614226,M1264762,27116.49,26717.36,0.0,399.13
TX000651,2025-01-03 17:19:00,CASH_OUT,2140.82,C6647119,C2164686,44757.68,42616.86,10309.29,12450.11
TX000652,2025-01-03 17:19:00,PAYMENT,1107.48,C2259379,M2060605,36981.34,35873.86,0.0,1107.48
TX000653,2025-01-03 17:22:00,CASH_IN,4680.92,C5587308,M7232293,31419.87,36100.79,0.0,4680.92
TX000654,2025-01-03 17:30:01,TRANSFER,34402.45,C5449368,C9697969,40437.24,6034.79,1346.03,35748.48
TX000655,2025-01-03 17:30:01,TRANSFER,20095.29,C5449368,C1059486,6034.79,0.0,3258.27,23353.56
TX000656,2025-01-03 17:31:01,TRANSFER,16786.3,C5449368,C7961578,147073.62,130287.32,39304.7,56091.0
TX000657,2025-01-03 17:35:00,CASH_IN,7359.49,C4700025,M3276065,13343.32,20702.81,0.0,7359.49
TX000658,2025-01-03 17:37:00,TRANSFER,241.44,C3846949,C4010529,103364.06,103122.62,11726.68,11968.12
TX000659,2025-01-03 17:42:00,CASH_OUT,280.87,C5091349,C6770619,5704.76,5423.89,570220.41,570501.28
TX000660,2025-01-03 17:44:00,PAYMENT,103.09,C8628588,M2844258,38625.22,38522.13,0.0,103.09
TX000661,2025-01-03 17:46:00,PAYMENT,76.07,C4318855,M4674286,6513.05,6436.98,0.0,76.07
TX000662,2025-01-03 17:47:00,CASH_IN,1441.59,C2714803,M4020853,35431.16,36872.75,0.0,1441.59
TX000663,2025-01-03 17:49:00,CASH_OUT,2052.03,C4842788,C5666692,4819.11,2767.08,22836.98,24889.01
TX000664,2025-01-03 17:57:00,CASH_IN,3326.34,C8574680,M6431983,45667.52,48993.86,0.0,3326.34
TX000665,2025-01-03 18:05:00,CASH_IN,1731.31,C4188992,M3112652,36076.94,37808.25,0.0,1731.31
TX000666,2025-01-03 18:10:00,TRANSFER,233.56,C5074336,C5476257,27829.23,27595.67,89949.68,90183.24
TX000667,2025-01-03 18:13:00,CASH_OUT,703.3,C8841505,C9132114,39713.21,39009.91,106682.56,107385.86
TX000668,2025-01-03 18:20:01,TRANSFER,25329.05,C5449368,C2321324,172402.67,147073.62,19956.98,45286.03
TX000669,2025-01-03 18:25:00,PAYMENT,17.87,C7728339,M3217273,24110.51,24092.64,0.0,17.87
TX000670,2025-01-03 18:32:00,DEBIT,108.79,C7817881,M3923366,8263.81,8155.02,0.0,108.79
TX000671,2025-01-03 18:37:00,PAYMENT,183.98,C2737893,M6068760,21768.12,21584.14,0.0,183.98
TX000672,2025-01-03 18:42:00,PAYMENT,1537.89,C4940441,M3112652,19249.21,17711.32,0.0,1537.89
TX000673,2025-01-03 18:44:00,CASH_OUT,372.13,C8273315,C6452832,64211.33,63839.2,6445.94,6818.07
TX000674,2025-01-03 18:50:00,DEBIT,64.76,C6007072,M7288789,2896.74,2831.98,0.0,64.76
TX000675,2025-01-03 18:55:00,PAYMENT,481.59,C6512415,M2060605,16068.46,15586.87,0.0,481.59
TX000676,2025-01-03 18:58:00,CASH_IN,2925.25,C8558378,M2066326,29917.13,32842.38,0.0,2925.25
TX000677,2025-01-03 19:01:00,PAYMENT,242.85,C5428914,M4895475,23789.12,23546.27,0.0,242.85
TX000678,2025-01-03 19:02:00,CASH_OUT,1284.51,C1006810,C4841005,17098.75,15814.24,91588.15,92872.66
TX000679,2025-01-03 19:05:00,PAYMENT,385.12,C7906258,M7398231,92752.61,92367.49,0.0,385.12
TX000680,2025-01-03 19:06:00,PAYMENT,5.0,C8078673,M2661307,69735.2,69730.2,0.0,5.0
TX000681,2025-01-03 19:09:00,CASH_OUT,3002.53,C2242892,C4717770,35663.86,32661.33,15070.55,18073.08
TX000682,2025-01-03 19:12:00,CASH_IN,283.22,C5213115,M6910964,16753.04,17036.26,0.0,283.22
TX000683,2025-01-03 19:14:00,CASH_IN,661.52,C8633773,M5572250,26874.26,27535.78,0.0,661.52
TX000684,2025-01-03 19:18:00,PAYMENT,57.5,C8670955,M2515030,591943.33,591885.83,0.0,57.5
TX000685,2025-01-03 19:22:00,CASH_IN,1046.96,C6643798,M3180906,67741.26,68788.22,0.0,1046.96
TX000686,2025-01-03 19:29:00,CASH_IN,20843.9,C3342608,M7520395,176379.48,197223.38,0.0,20843.9
TX000687,2025-01-03 19:41:00,CASH_OUT,2298.28,C6038571,C6483562,72879.78,70581.5,80787.14,83085.42
TX000688,2025-01-03 19:44:00,CASH_OUT,1341.72,C9125900,C5673212,162245.34,160903.62,19628.9,20970.62
TX000689,2025-01-03 19:45:00,TRANSFER,204.32,C1452421,C8321474,48985.14,48780.82,258850.74,259055.06
TX000690,2025-01-03 19:56:00,TRANSFER,3385.95,C6438436,C5456573,223551.37,220165.42,130155.63,133541.58
TX000691,2025-01-03 20:19:00,CASH_OUT,5090.91,C5017343,C5476257,35291.26,30200.35,82071.94,87162.85
TX000692,2025-01-03 20:19:00,PAYMENT,103.87,C3117636,M6512314,88885.46,88781.59,0.0,103.87
TX000693,2025-01-03 20:25:00,CASH_OUT,1288.3,C4524499,C2242892,102944.31,101656.01,5537.15,6825.45
TX000694,2025-01-03 20:25:00,CASH_IN,361.51,C5213115,M5825658,16735.73,17097.24,0.0,361.51
TX000695,2025-01-03 20:28:00,PAYMENT,24.23,C4194548,M7136687,59269.55,59245.32,0.0,24.23
TX000696,2025-01-03 20:30:00,TRANSFER,2022.09,C7328534,C4205394,24293.76,22271.67,81337.65,83359.74
TX000697,2025-01-03 20:33:00,PAYMENT,219.69,C9487336,M5825658,56801.31,56581.62,0.0,219.69
TX000698,2025-01-03 20:39:00,CASH_IN,3106.4,C6262632,M1249314,8724.68,11831.08,0.0,3106.4
TX000699,2025-01-03 20:39:00,PAYMENT,83.32,C9488613,M1432519,38425.33,38342.01,0.0,83.32
TX000700,2025-01-03 20:42:00,CASH_OUT,194.8,C5093379,C4698379,72756.29,72561.49,87804.02,87998.82
TX000701,2025-01-03 20:47:00,TRANSFER,132228.37,C2096280,C1547605,132228.37,0.0,29423.27,161651.64
TX000702,2025-01-03 20:53:00,TRANSFER,2785.02,C9580255,C4731818,66077.75,63292.73,239392.68,242177.7
TX000703,2025-01-03 20:55:00,PAYMENT,201.1,C5855124,M7010308,11198.18,10997.08,0.0,201.1
TX000704,2025-01-03 21:01:00,CASH_IN,120117.91,C3342608,M7418028,56261.57,176379.48,0.0,120117.91
TX000705,2025-01-03 21:15:00,CASH_OUT,604.1,C3770370,C1043037,36715.31,36111.21,98014.59,98618.69
TX000706,2025-01-03 21:17:00,PAYMENT,34.99,C6271130,M7121355,153571.79,153536.8,0.0,34.99
TX000707,2025-01-03 21:24:00,PAYMENT,107.3,C1043037,M5204819,100563.56,100456.26,0.0,107.3
TX000708,2025-01-03 21:28:00,TRANSFER,552.45,C8893693,C7818732,51811.62,51259.17,50884.81,51437.26
TX000709,2025-01-03 21:29:00,PAYMENT,393.82,C2429098,M2066326,56644.44,56250.62,0.0,393.82
TX000710,2025-01-03 21:34:00,DEBIT,182.93,C7610562,M1157662,82529.86,82346.93,0.0,182.93
TX000711,2025-01-03 21:38:00,CASH_OUT,1954.41,C8077999,C9488613,26281.37,24326.96,24524.8,26479.21
TX000712,2025-01-03 21:42:00,TRANSFER,4673.35,C3194789,C3118060,29194.61,24521.26,5503.6,10176.95
TX000713,2025-01-03 21:47:00,CASH_IN,3590.9,C1433940,M7679674,868993.29,872584.19,0.0,3590.9
TX000714,2025-01-03 21:49:11,TRANSFER,30837.19,C3939212,C9279821,25047.61,0.0,102246.67,133083.86
TX000715,2025-01-03 21:50:00,PAYMENT,330.94,C8106470,M6481437,190589.46,190258.52,0.0,330.94
TX000716,2025-01-03 21:53:00,CASH_OUT,23763.06,C2785277,C2429098,105251.15,81488.09,76975.29,100738.35
TX000717,2025-01-03 21:58:11,TRANSFER,10000.0,C7700828,C9517485,74775.24,64775.24,60634.56,70634.56
TX000718,2025-01-03 22:03:00,PAYMENT,322.51,C9075854,M7667458,54107.82,53785.31,0.0,322.51
TX000719,2025-01-03 22:04:00,PAYMENT,154.27,C2299954,M8789116,25976.4,25822.13,0.0,154.27
TX000720,2025-01-03 22:15:11,TRANSFER,16774.17,C3939212,C8187926,87803.33,71029.16,25210.64,41984.81
TX000721,2025-01-03 22:16:00,PAYMENT,150.87,C2161193,M3650391,1282.02,1131.15,0.0,150.87
TX000722,2025-01-03 22:19:00,PAYMENT,98.72,C4823498,M8710313,32920.46,32821.74,0.0,98.72
TX000723,2025-01-03 22:20:00,PAYMENT,39.7,C3117636,M5921894,87618.5,87578.8,0.0,39.7
TX000724,2025-01-03 22:25:00,CASH_OUT,17480.48,C3710343,C7891662,80272.55,62792.07,371924.09,389404.57
TX000725,2025-01-03 22:27:00,PAYMENT,1523.6,C7700828,M9084065,56482.83,54959.23,0.0,1523.6
TX000726,2025-01-03 22:32:00,PAYMENT,180.65,C6009888,M1661401,1972.36,1791.71,0.0,180.65
TX000727,2025-01-03 22:36:11,TRANSFER,15679.09,C3939212,C1959074,71029.16,55350.07,272494.39,288173.48
TX000728,2025-01-03 22:39:00,TRANSFER,9986.83,C7360682,C5521644,1074048.87,1064062.04,58124.85,68111.68
TX000729,2025-01-03 22:40:00,CASH_IN,1262.81,C9745959,M7121355,17370.21,18633.02,0.0,1262.81
TX000730,2025-01-03 22:41:11,TRANSFER,29987.25,C3939212,C3426689,55034.86,25047.61,64668.83,94656.08
TX000731,2025-01-03 22:42:00,PAYMENT,390.84,C1981186,M8460758,500.42,109.58,0.0,390.84
TX000732,2025-01-03 22:48:00,CASH_OUT,151.51,C5835492,C5652512,54344.68,54193.17,30289.62,30441.13
TX000733,2025-01-03 22:49:00,CASH_OUT,69.8,C5634662,C4048907,166120.28,166050.48,60697.7,60767.5
TX000734,2025-01-03 22:50:00,DEBIT,161.39,C3030966,M4189885,24175.63,24014.24,0.0,161.39
TX000735,2025-01-03 22:51:00,DEBIT,459.31,C3426689,M2512187,64449.7,63990.39,0.0,459.31
TX000736,2025-01-03 22:54:00,PAYMENT,14.74,C9937326,M3294774,39876.48,39861.74,0.0,14.74
TX000737,2025-01-03 22:57:00,PAYMENT,105.59,C8713146,M4558545,103360.26,103254.67,0.0,105.59
TX000738,2025-01-03 22:57:00,PAYMENT,92.43,C5235884,M1624315,1401.49,1309.06,0.0,92.43
TX000739,2025-01-03 22:57:11,TRANSFER,7766.9,C3939212,C2683838,62801.76,55034.86,17825.05,25591.95
TX000740,2025-01-03 22:58:00,CASH_OUT,672.39,C1006810,C1843636,15607.52,14935.13,15908.55,16580.94
TX000741,2025-01-03 22:58:00,CASH_IN,5161.32,C4744854,M2817745,39695.31,44856.63,0.0,5161.32
TX000742,2025-01-03 22:59:00,PAYMENT,83.97,C3290229,M3592464,26665.56,26581.59,0.0,83.97
TX000743,2025-01-04 00:11:00,DEBIT,863.31,C5107245,M4368777,335861.67,334998.36,0.0,863.31
TX000744,2025-01-04 00:18:00,DEBIT,143.77,C6539837,M1432519,45904.7,45760.93,0.0,143.77
TX000745,2025-01-04 00:23:00,CASH_OUT,2796.68,C1744682,C2374158,115620.78,112824.1,426350.58,429147.26
TX000746,2025-01-04 00:44:00,CASH_IN,2430.0,C2987287,M8610879,795929.34,798359.34,0.0,2430.0
TX000747,2025-01-04 01:18:00,TRANSFER,88.44,C5186414,C8411939,95521.0,95432.56,65988.74,66077.18
TX000748,2025-01-04 01:34:00,TRANSFER,449.0,C9125900,C9706768,115706.23,115257.23,152219.82,152668.82
TX000749,2025-01-04 01:59:00,PAYMENT,366.69,C9961380,M1432519,481853.73,481487.04,0.0,366.69
TX000750,2025-01-04 02:23:00,PAYMENT,562.34,C1044891,M4674286,20511.97,19949.63,0.0,562.34
TX000751,2025-01-04 02:25:00,PAYMENT,85.21,C6438436,M2661307,223137.76,223052.55,0.0,85.21
TX000752,2025-01-04 03:06:00,PAYMENT,249.68,C1987737,M3946751,28301.25,28051.57,0.0,249.68
TX000753,2025-01-04 03:38:00,DEBIT,180.45,C5108603,M8410995,22590.31,22409.86,0.0,180.45
TX000754,2025-01-04 03:41:34,TRANSFER,8856.32,C3500715,C4426900,45473.27,36616.95,12905.62,21761.94
TX000755,2025-01-04 04:03:00,CASH_OUT,1715.03,C8138769,C8658158,442474.83,440759.8,128452.6,130167.63
TX000756,2025-01-04 04:07:00,CASH_IN,12925.87,C8248238,M3923366,226497.21,239423.08,0.0,12925.87
TX000757,2025-01-04 04:12:00,DEBIT,558.33,C6692553,M1548888,47950.73,47392.4,0.0,558.33
TX000758,2025-01-04 04:31:00,CASH_OUT,173.44,C2921542,C5977931,23482.31,23308.87,1380.52,1553.96
TX000759,2025-01-04 04:51:00,CASH_IN,24656.37,C1452421,M1548888,44808.81,69465.18,0.0,24656.37
TX000760,2025-01-04 05:15:00,DEBIT,783.07,C5747930,M7022335,970904.35,970121.28,0.0,783.07
TX000761,2025-01-04 05:53:00,CASH_IN,587.33,C9517169,M3126655,6496.64,7083.97,0.0,587.33
TX000762,2025-01-04 05:53:00,PAYMENT,170.54,C6276722,M6503032,53117.05,52946.51,0.0,170.54
TX000763,2025-01-04 06:25:00,CASH_IN,3035.3,C1445199,M7970985,52243.29,55278.59,0.0,3035.3
TX000764,2025-01-04 06:48:00,PAYMENT,245.08,C9907391,M1661401,39452.79,39207.71,0.0,245.08
TX000765,2025-01-04 07:01:00,PAYMENT,11.27,C3475836,M5572250,8139.43,8128.16,0.0,11.27
TX000766,2025-01-04 07:04:00,DEBIT,412.96,C8321474,M5921894,256331.4,255918.44,0.0,412.96
TX000767,2025-01-04 07:06:00,CASH_IN,7316.88,C8875173,M3851852,216664.54,223981.42,0.0,7316.88
TX000768,2025-01-04 07:09:00,PAYMENT,62.41,C8212326,M1157662,6496.72,6434.31,0.0,62.41
TX000769,2025-01-04 07:19:00,PAYMENT,1685.9,C2262382,M6512314,30292.28,28606.38,0.0,1685.9
TX000770,2025-01-04 07:26:00,CASH_IN,3335.15,C9191131,M3361510,82874.16,86209.31,0.0,3335.15
TX000771,2025-01-04 07:31:00,PAYMENT,141.02,C9961107,M3851852,83853.79,83712.77,0.0,141.02
TX000772,2025-01-04 07:33:00,PAYMENT,22.11,C2344047,M5951131,94258.4,94236.29,0.0,22.11
TX000773,2025-01-04 07:44:00,PAYMENT,155.78,C4188992,M4475523,36232.72,36076.94,0.0,155.78
TX000774,2025-01-04 07:47:00,PAYMENT,21.76,C1763626,M3294774,170421.68,170399.92,0.0,21.76
TX000775,2025-01-04 07:50:00,PAYMENT,76.68,C1981186,M7136687,4445.71,4369.03,0.0,76.68
TX000776,2025-01-04 07:50:00,PAYMENT,141.88,C2876828,M5204819,94820.83,94678.95,0.0,141.88
TX000777,2025-01-04 07:51:00,CASH_OUT,733.92,C5661907,C6120253,33120.78,32386.86,2153804.65,2154538.57
TX000778,2025-01-04 07:52:00,CASH_OUT,4842.97,C8574680,C9196976,25514.44,20671.47,29121.54,33964.51
TX000779,2025-01-04 07:53:00,CASH_OUT,1019.78,C7751158,C9745959,28350.56,27330.78,9207.01,10226.79
TX000780,2025-01-04 07:53:00,DEBIT,300.98,C9468772,M2957497,18991.48,18690.5,0.0,300.98
TX000781,2025-01-04 08:00:00,CASH_IN,105.19,C4147112,M1358318,109539.79,109644.98,0.0,105.19
TX000782,2025-01-04 08:05:00,DEBIT,78.79,C5587308,M6069909,31523.07,31444.28,0.0,78.79
TX000783,2025-01-04 08:08:00,CASH_IN,1015.82,C6799667,M6503032,119858.0,120873.82,0.0,1015.82
TX000784,2025-01-04 08:14:00,PAYMENT,196.81,C3970445,M4189885,6076.69,5879.88,0.0,196.81
TX000785,2025-01-04 08:16:00,DEBIT,115.99,C9310235,M5398338,79684.02,79568.03,0.0,115.99
TX000786,2025-01-04 08:16:00,PAYMENT,325.24,C5491946,M5204819,84599.53,84274.29,0.0,325.24
TX000787,2025-01-04 08:17:00,CASH_OUT,255.53,C2166941,C3564251,320961.34,320705.81,8699.77,8955.3
TX000788,2025-01-04 08:20:00,DEBIT,225.87,C2813543,M2686231,231825.16,231599.29,0.0,225.87
TX000789,2025-01-04 08:21:00,CASH_IN,785.76,C7774229,M7017548,5186.89,5972.65,0.0,785.76
TX000790,2025-01-04 08:25:00,CASH_IN,16493.62,C3030966,M1822825,2549.97,19043.59,0.0,16493.62
TX000791,2025-01-04 08:30:00,PAYMENT,111.1,C6623525,M7850067,462503.59,462392.49,0.0,111.1
TX000792,2025-01-04 08:34:00,DEBIT,423.17,C9996414,M5951131,53394.92,52971.75,0.0,423.17
TX000793,2025-01-04 08:37:14,CASH_OUT,68596.28,C7194416,C2919136,68596.28,0.0,51884.06,120480.34
TX000794,2025-01-04 08:40:12,TRANSFER,8837.11,C7361002,C2140194,27268.86,18431.75,21815.15,30652.26
TX000795,2025-01-04 08:41:12,TRANSFER,21696.91,C7361002,C8987516,18431.75,0.0,238319.31,260016.22
TX000796,2025-01-04 08:43:12,TRANSFER,29279.97,C7361002,C5531230,56548.83,27268.86,22.78,29302.75
TX000797,2025-01-04 08:43:13,TRANSFER,8393.25,C9996207,C9312590,57723.93,49330.68,62787.07,71180.32
TX000798,2025-01-04 08:50:13,TRANSFER,5193.56,C9996207,C9580255,49330.68,44137.12,0.0,5193.56
TX000799,2025-01-04 08:51:00,DEBIT,393.45,C1547605,M4342306,29890.31,29496.86,0.0,393.45
TX000800,2025-01-04 08:53:00,CASH_OUT,1577.09,C3342608,C2096280,46012.96,44435.87,128044.43,129621.52
TX000801,2025-01-04 08:54:00,CASH_OUT,8144.11,C9478454,C9897858,22104.85,13960.74,39341.81,47485.92
TX000802,2025-01-04 08:55:00,CASH_OUT,837.97,C1538552,C4771676,36905.61,36067.64,23034.82,23872.79
TX000803,2025-01-04 09:19:00,DEBIT,377.07,C4717770,M4442778,15427.67,15050.6,0.0,377.07
TX000804,2025-01-04 09:19:00,CASH_OUT,1229.97,C3493017,C8801207,66472.88,65242.91,17624.81,18854.78
TX000805,2025-01-04 09:21:00,CASH_OUT,120.29,C6452832,C9312590,931.69,811.4,50186.67,50306.96
TX000806,2025-01-04 09:22:00,TRANSFER,5.92,C6059717,C3276659,12166.06,12160.14,30410.34,30416.26
TX000807,2025-01-04 09:22:13,TRANSFER,13992.39,C9996207,C2525206,8958.46,0.0,35757.04,49749.43
TX000808,2025-01-04 09:27:00,TRANSFER,32196.62,C8665981,C4823498,63635.88,31439.26,723.84,32920.46
TX000809,2025-01-04 09:28:13,TRANSFER,7371.65,C9996207,C4585314,16330.11,8958.46,6669.78,14041.43
TX000810,2025-01-04 09:29:00,CASH_IN,900.34,C6363836,M2661307,39014.34,39914.68,0.0,900.34
TX000811,2025-01-04 09:35:00,PAYMENT,2756.84,C6279418,M1822825,16252.95,13496.11,0.0,2756.84
TX000812,2025-01-04 09:38:13,TRANSFER,27807.01,C9996207,C6262632,44137.12,16330.11,142594.56,170401.57
TX000813,2025-01-04 09:42:00,PAYMENT,324.56,C5218028,M4939290,22391.66,22067.1,0.0,324.56
TX000814,2025-01-04 09:51:00,PAYMENT,45.26,C8841505,M7288789,39758.47,39713.21,0.0,45.26
TX000815,2025-01-04 10:02:00,TRANSFER,593.27,C6752576,C1019311,140480.46,139887.19,57128.55,57721.82
TX000816,2025-01-04 10:05:00,CASH_IN,5211.09,C6871360,M3126655,24090.0,29301.09,0.0,5211.09
TX000817,2025-01-04 10:05:00,DEBIT,139.47,C1433940,M3049499,873652.72,873513.25,0.0,139.47
TX000818,2025-01-04 10:06:00,CASH_IN,6753.77,C4771676,M7022335,23486.7,30240.47,0.0,6753.77
TX000819,2025-01-04 10:08:00,CASH_IN,2107.55,C2686548,M5825658,21788.65,23896.2,0.0,2107.55
TX000820,2025-01-04 10:23:00,TRANSFER,1188.81,C9517169,C6207974,11736.0,10547.19,7006.73,8195.54
TX000821,2025-01-04 10:35:00,PAYMENT,602.57,C7851696,M8031780,23764.89,23162.32,0.0,602.57
TX000822,2025-01-04 10:40:00,CASH_OUT,118.2,C2349590,C5567533,53344.27,53226.07,372447.05,372565.25
TX000823,2025-01-04 10:44:00,PAYMENT,88.52,C8047416,M6442103,23706.24,23617.72,0.0,88.52
TX000824,2025-01-04 10:47:00,TRANSFER,3532.51,C4558780,C2651177,18933.29,15400.78,20131.98,23664.49
TX000825,2025-01-04 10:47:00,CASH_OUT,1020.56,C5835492,C2194198,57461.86,56441.3,343490.5,344511.06
TX000826,2025-01-04 10:51:00,PAYMENT,168.03,C8746014,M1727544,26556.14,26388.11,0.0,168.03
TX000827,2025-01-04 10:51:00,DEBIT,184.12,C7878299,M4020853,176379.92,176195.8,0.0,184.12
TX000828,2025-01-04 11:01:00,PAYMENT,2580.29,C3135534,M4475523,29524.06,26943.77,0.0,2580.29
TX000829,2025-01-04 11:05:00,PAYMENT,13.93,C7069650,M5436878,21579.42,21565.49,0.0,13.93
TX000830,2025-01-04 11:10:00,CASH_OUT,2860.21,C4965789,C8558197,41388.6,38528.39,25791.77,28651.98
TX000831,2025-01-04 11:10:00,CASH_OUT,3865.84,C1604451,C5232413,191053.49,187187.65,80643.93,84509.77
TX000832,2025-01-04 11:11:00,PAYMENT,35.29,C6702160,M1771600,335851.98,335816.69,0.0,35.29
TX000833,2025-01-04 11:16:00,PAYMENT,216.11,C2987287,M7418028,818784.61,818568.5,0.0,216.11
TX000834,2025-01-04 11:20:00,DEBIT,890.63,C6452832,M1249314,6018.56,5127.93,0.0,890.63
TX000835,2025-01-04 11:21:00,TRANSFER,913.05,C5041154,C8563202,20707.35,19794.3,28189.68,29102.73
TX000836,2025-01-04 11:24:00,CASH_IN,2599.94,C4671545,M1661401,38606.63,41206.57,0.0,2599.94
TX000837,2025-01-04 11:25:00,PAYMENT,21.16,C5273534,M8062546,12029.44,12008.28,0.0,21.16
